BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Year,Date,region,region_original,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV,CPt,S_citri
P20,Weed,Malvaceae,Mallow,Malva,Malva parviflora,ITS,NA,bc1140,NA,bc1156,NA,2,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P20,Tree,Sapindaceae,Red maple,Acer,Acer rubrum,ITS,NA,bc1140,NA,bc1156,NA,3,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P20,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum/americanum,ITS,NA,bc1140,NA,bc1156,NA,14,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P20,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,NA,bc1140,NA,bc1156,NA,3,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P20,Nightshade,Solanaceae,Matrimony vine,Lycium,Lycium ferocissimum,trnF,NA,bc1142,NA,bc1178,NA,3,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P20,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1142,NA,bc1178,NA,2,1, June,2019,43637,Pasco,Pasco,WSU,NA,Pigweed,NA,NA,NA,NA,0,0,NA
P21,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1140,NA,bc1159,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,NA,bc1113,NA,bc1143,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,NA,bc1140,NA,bc1159,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Crop,Cucurbitaceae,Pumpkin,Cucurbita,Cucurbita pepo,ITS,NA,bc1140,NA,bc1159,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,NA,bc1140,NA,bc1159,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Tree,Oleaceae,Ash,Fraxinus,Fraxinus hupehensis,trnF,NA,bc1113,NA,bc1143,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,NA,bc1140,NA,bc1159,NA,25,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,NA,bc1140,NA,bc1159,NA,60,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P21,Nightshade,Solanaceae,Clammy groundcherry,Physalis,Physalis heterophylla,trnF,NA,bc1113,NA,bc1143,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,0,NA,NA
P21,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1113,NA,bc1143,NA,182,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Potato,NA,NA,NA,NA,1,0,NA
P22,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1133,NA,bc1155,NA,377,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,NA,bc1133,NA,bc1155,NA,8,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1133,NA,bc1155,NA,198,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1108,NA,bc1112,NA,47,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,NA,bc1108,NA,bc1112,NA,35,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,NA,bc1133,NA,bc1155,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,NA,bc1133,NA,bc1155,NA,17,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1108,NA,bc1112,NA,25,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,NA,bc1133,NA,bc1155,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,NA,bc1133,NA,bc1155,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,NA,bc1133,NA,bc1155,NA,6,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Tree,Oleaceae,Olive,Olea,Olea europaea,ITS,NA,bc1133,NA,bc1155,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,ITS,NA,bc1133,NA,bc1155,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Grass,Poaceae,Bluegrass,Pseudoroegneria,Pseudoroegneria gracillima,trnF,NA,bc1108,NA,bc1112,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Polygonaceae,Common buckwheat,Fagopyrum,Fagopyrum esculentum,trnF,NA,bc1108,NA,bc1112,NA,10,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,NA,bc1133,NA,bc1155,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Nightshade,Solanaceae,Bittersweet nightshade,Solanum,Solanum dulcamara,ITS,NA,bc1133,NA,bc1155,NA,6,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum/americanum,ITS,NA,bc1133,NA,bc1155,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,NA,bc1133,NA,bc1155,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P22,Shrub,Theaceae,Camellia,Camellia,Camellia reticulata,trnF,NA,bc1108,NA,bc1112,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P23,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,NA,bc1108,NA,bc1111,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,NA,bc1134,NA,bc1155,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1134,NA,bc1155,NA,23,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1108,NA,bc1111,NA,20,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Weed,Amaranthaceae,Saltbush,Chenopodium,Atriplex sp.,ITS,NA,bc1134,NA,bc1155,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,NA,bc1134,NA,bc1155,NA,64,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1108,NA,bc1111,NA,8,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,NA,bc1134,NA,bc1155,NA,8,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Tree,Malvaceae,Linden,Tilia,Tilia platyphyllos,trnF,NA,bc1108,NA,bc1111,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,NA,bc1134,NA,bc1155,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P23,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1108,NA,bc1111,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P24,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1123,NA,bc1155,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P24,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,NA,bc1123,NA,bc1155,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P24,Weed,Boraginaceae,Franklin,Phacelia,Phacelia franklinii,ITS,NA,bc1123,NA,bc1155,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P24,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,NA,bc1123,NA,bc1155,NA,6,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P24,Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,ITS,NA,bc1123,NA,bc1155,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P24,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1098,NA,bc1108,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,0,NA
P25,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,NA,bc1124,NA,bc1155,NA,24,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,NA,bc1097,NA,bc1108,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1124,NA,bc1155,NA,49,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,NA,bc1124,NA,bc1155,NA,10,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1124,NA,bc1155,NA,33,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1097,NA,bc1108,NA,28,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,NA,bc1097,NA,bc1108,NA,36,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,NA,bc1097,NA,bc1108,NA,19,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Weed,Asteraceae,Sow thistle,Sonchus,Sonchus fragilis,trnF,NA,bc1097,NA,bc1108,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1097,NA,bc1108,NA,12,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,NA,bc1124,NA,bc1155,NA,31,2, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,NA,bc1124,NA,bc1155,NA,18,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,ITS,NA,bc1124,NA,bc1155,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum/americanum,ITS,NA,bc1124,NA,bc1155,NA,8,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Nightshade,Solanaceae,Wild tomato,Solanum,Solanum pennellii,ITS,NA,bc1124,NA,bc1155,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,NA,bc1124,NA,bc1155,NA,7,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P25,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1097,NA,bc1108,NA,11,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,0,NA
P26,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,NA,bc1150,NA,bc1154,NA,80,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,NA,bc1107,NA,bc1178,NA,38,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1150,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1150,NA,bc1154,NA,77,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1107,NA,bc1178,NA,72,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,NA,bc1107,NA,bc1178,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,NA,bc1107,NA,bc1178,NA,73,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,NA,bc1150,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Weed,Asteraceae,Sow thistle,Sonchus,Sonchus oleraceus,ITS,NA,bc1150,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,trnF,NA,bc1107,NA,bc1178,NA,16,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,NA,bc1150,NA,bc1154,NA,19,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1107,NA,bc1178,NA,16,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,NA,bc1150,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,NA,bc1150,NA,bc1154,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,ITS,NA,bc1150,NA,bc1154,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Nightshade,Solanaceae,Black Henbane,Hyoscyamus,Hyoscyamus niger,ITS,NA,bc1150,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Nightshade,Solanaceae,Matrimony vine,Lycium,Lycium barbarum,ITS,NA,bc1150,NA,bc1154,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,NA,bc1150,NA,bc1154,NA,6,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P26,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,NA,bc1107,NA,bc1178,NA,125,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P27,Crop,Amaranthaceae,Spinach,Spinacia,Spinacia oleracea,ITS,NA,bc1146,NA,bc1154,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P27,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,NA,bc1146,NA,bc1154,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P27,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,NA,bc1146,NA,bc1154,NA,12,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P27,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,NA,bc1146,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P27,Weed,Linaceae,Flax,Linum,Linum bienne,ITS,NA,bc1146,NA,bc1154,NA,10,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P27,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,NA,bc1146,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,1,1,NA
P28,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1152,NA,bc1154 ,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1152,NA,bc1154,NA,53,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1107,NA,bc1176,NA,95,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,NA,bc1107,NA,bc1176,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,NA,bc1152,NA,bc1154,NA,120,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1107,NA,bc1176,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P28,Grass,Poaceae,Green foxtail millet,Setaria,Setaria viridis,ITS,NA,bc1152,NA,bc1154,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,NA,bc1107,NA,bc1110,NA,6,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,NA,bc1153,NA,bc1154,NA,34,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1153,NA,bc1154,NA,80,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1107,NA,bc1110,NA,25,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,NA,bc1153,NA,bc1154,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,trnF,NA,bc1107,NA,bc1110,NA,28,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,NA,bc1107,NA,bc1110,NA,5,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,NA,bc1153,NA,bc1154,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Tree,Rutaceae,Sweet orange,Citrus,Citrus sinensis,ITS,NA,bc1153,NA,bc1154,NA,4,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum/americanum,ITS,NA,bc1153,NA,bc1154,NA,3,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P29,Nightshade,Solanaceae,Wild tomato,Solanum,Solanum pennellii,trnF,NA,bc1107,NA,bc1110,NA,2,1, July,2019,43649,Mattawa,Mattawa,RDJ,NA,Kochia,NA,NA,NA,NA,0,1,NA
P3,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,NA,bc1123,NA,bc1140,NA,3,1, June,2019,43619,Mattawa,Mattawa,RDJ,NA,Russian thistle,NA,NA,NA,NA,0,0,NA
P3,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,NA,bc1123,NA,bc1140,NA,88,1, June,2019,43619,Mattawa,Mattawa,RDJ,NA,Russian thistle,NA,NA,NA,NA,0,0,NA
P3,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,NA,bc1100,NA,bc1142,NA,12,1, June,2019,43619,Mattawa,Mattawa,RDJ,NA,Russian thistle,NA,NA,NA,NA,0,0,NA
P3,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,NA,bc1123,NA,bc1140,NA,124,1, June,2019,43619,Mattawa,Mattawa,RDJ,NA,Russian thistle,NA,NA,NA,NA,0,0,NA
P3,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,NA,bc1123,NA,bc1140,NA,765,1, June,2019,43619,Mattawa,Mattawa,RDJ,NA,Russian thistle,NA,NA,NA,NA,0,0,NA
